Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,Monto_MDP,Fecha_Firma
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000884,SUBDELEGACIÓN DE ADMINISTRACIÓN,E-2025-00094541,135-33604-14-2025,"LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, P",33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-135-020000884-N-38-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-10-13 21:51:55,,2025-08-28 00:00:00,C-2025-00109520,135-33604-14-2025,"LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, P","LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, PARA EL MES DE SEPTIEMBRE 2025, PAM S176 I",NO,PUBLICADO,01/09/2025,30/09/2025,2025-10-21 22:58:35,258620.69,MXN,NO,2025-A-A-NAC-A-C-20-135-00091706,FORMALIZADO,2025-10-21 22:58:35,Cerrado,258620.69,,300000.0,,MXN,NO,,,258620.69,,,,,FOGJ8806282N6,JANET IVONE FLORES GALICIA,,MX,MEXICANA,NO,GRANDE,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/8b7c70e04fda4051b8d337c597c2d643/procedimiento,,2025-10-21 22:58:35
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000884,SUBDELEGACIÓN DE ADMINISTRACIÓN,E-2025-00119832,135-33604-21-2025,"LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, P",33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-135-020000884-N-69-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-12-19 20:34:14,,2025-11-28 00:00:00,C-2025-00136273,135-33604-21-2025,"LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, P","LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, PARA EL MES DE DICIEMBRE 2025, PANN S174 III",NO,PUBLICADO,01/12/2025,31/12/2025,2025-12-24 15:32:48,301724.14,MXN,NO,2025-A-A-NAC-A-C-20-135-00106479,FORMALIZADO,2025-12-24 15:32:48,Cerrado,301724.14,,350000.0,,MXN,NO,,,301724.14,,,,,FOGJ8806282N6,JANET IVONE FLORES GALICIA,,MX,MEXICANA,NO,GRANDE,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/8261df8a3cf843d9991b6c375190be58/procedimiento,,2025-12-24 15:32:48
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000885,DELEGACION BAJA CALIFORNIA-SUBDELEGACION ADMINISTRATIVA,E-2025-00006471,SBBC/AD/RM-VIG-LFG/P-33801/885/BC/EA/2025,SBBC/AD/RM-VIG-LFG/P-33801/885/BC/EA/2025,33801,LAASSP,"ADJUDICACIÓN DIRECTA POR ADJUDICACIÓN A PROVEEDOR CON CONTRATO VIGENTE, BAJO LAS MISMAS CONDICIONES",ART. 41 FR. III,"PÉRDIDAS O COSTOS ADICIONALES, CUANTIFICADOS Y JUSTIFICADOS, O ENTRE OTROS SUPUESTOS, SE TRATE DE PROVEEDOR QUE TENGA CONTRATO VIGENTE ADJUDICADO POR LICITACIÓN PÚBLICA.",,NO,,,,,AA-20-122-020000885-N-4-2025,SERVICIOS,NACIONAL,,OTRO,NO,,,,2025-01-14 23:20:37,,2025-01-01 00:00:00,C-2025-00003124,SBBC/AD/RM-VIG-LFG/P-33801/885/BC/EA/2025,SBBC/AD/RM-VIG-LFG/P-33801/885/BC/EA/2025,"SERVICIOS DE SEGURIDAD Y VIGILANCIA PARA INMUEBLES EN LOS DISTINTOS MUNICIPIOS DEL ESTADO DE BAJA CALIFORNIA, PARA EL PERIODO ENE-ABRIL-2025",NO,PUBLICADO,01/01/2025,30/04/2025,,677801.44,MXN,,,,,,,,,,,,,,,,,,,FOGL691011574,LEONARDO FLORES GUZMAN,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/879915dbe9074c90879f5b95c6168130/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000885,DELEGACION BAJA CALIFORNIA-SUBDELEGACION ADMINISTRATIVA,E-2025-00048148,SBBC/AD/RM-VIG-LFG/P-33801/885/BC/MJ/2025,SBBC/AD/RM-VIG-LFG/P-33801/885/BC/MJ/2025,33801,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-122-020000885-N-13-2025,SERVICIOS,NACIONAL,,OTRO,NO,,,,2025-06-05 19:54:54,,2025-04-29 00:00:00,C-2025-00053773,SBBC/AD/RM-VIG-LFG/P-33801/885/BC/MJ/2025,SBBC/AD/RM-VIG-LFG/P-33801/885/BC/MJ/2025,"SERVICIOS DE SEGURIDAD Y VIGILANCIA PARA INMUEBLES EN LOS DISTINTOS MUNICIPIOS DEL ESTADO DE BAJA CALIFORNIA, PARA EL PERIODO MAYO-JUNIO-2025",NO,PUBLICADO,01/05/2025,30/06/2025,,346296.3,MXN,,,,,,,,,,,,,,,,,,,FOGL691011574,LEONARDO FLORES GUZMAN,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/f1d8847f7c9d4432bcbdb321c569a354/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000999,DIRECCION GENERAL DE RECURSOS MATERIALES,E-2025-00069305,SERVICIOS DE ESPACIOS PUBLICITARIOS PARA LA DIFUSIÓN DE LA CAMPAÑA,SERVICIOS DE ESPACIOS PUBLICITARIOS PARA LA DIFUSIÓN DE LA CAMPAÑA,36101,LAASSP,"ADJUDICACIÓN DIRECTA POR PATENTES, LICENCIAS, OFERENTE ÚNICO U OBRAS DE ARTE",ART. 54 FR. I,"NO EXISTEN BIENES ALTERNATIVOS O SUSTITUTOS, ÚNICO OFERENTE, DERECHOS EXCLUSIVOS (PATENTES, LICENCIAS, DERECHOS DE AUTOR U OTROS DERECHOS EXCLUSIVOS), O POR OBRAS DE ARTE.",,NO,,,,,AA-20-411-020000999-N-61-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-08-09 01:58:47,,2025-07-21 00:00:00,C-2025-00081587,411.110.36101.076/2025,SERVICIOS DE ESPACIOS PUBLICITARIOS PARA LA DIFUSIÓN DE LA CAMPAÑA,"DIFUSIÓN DE LA CAMPAÑA DE COMUNICACIÓN SOCIAL DENOMINADA: PROGRAMAS DE BIENESTAR. VERSIÓN 1, SALUD CASA POR CASA, VERSIÓN 2, PENSIÓN MUJERES BIENESTAR, VERSIÓN 3, FONDO DE APORTACIÓNES PARA LA INFRAESTRUCTURA SOCIAL Y VERSIÓN 4, PROGRAMAS BIENESTAR I",NO,PUBLICADO,21/07/2025,31/12/2025,2025-07-23 00:00:00,430718.58,MXN,NO,2025-A-A-NAC-A-C-20-411-00093267,FORMALIZADO,2025-07-23 00:00:00,Cerrado,430718.58,,499633.55,,MXN,NO,,,430718.58,,,,,FRN1211144T1,FAM RADIO NETWORKS SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/f6caeadf04f845f9a2ff757ed2311eeb/procedimiento,,2025-07-23 00:00:00
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000004,DELEGACIÓN DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE VERACRUZ,E-2025-00010331,AD-VER-002-2025,SERVICIO DE ARRENDAMIENTO DE MOBILIARIO PARA EL DESARROLLO DE ACTIVIDADES DE LAS,32302,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-150-020000004-N-2-2025,ARRENDAMIENTOS,NACIONAL,,NO,NO,,,,2025-02-12 00:40:52,,2025-02-07 00:00:00,C-2025-00009609,AD-VER-002-25,SERVICIO DE ARRENDAMIENTO DE MOBILIARIO,SERVICIO DE ARRENDAMIENTO DE MOBILIARIO PARA EL DESARROLLO DE ACTIVIDADES DE LAS REGIONES DE LA DELEGACIÓN DE PROGRAMAS PARA EL DESARROLLO DEL ESTADO DE VERACRUZ,NO,PUBLICADO,12/02/2025,14/02/2025,2025-02-13 10:56:36,344700.0,MXN,NO,2025-A-A-NAC-A-C-20-150-00006472,FORMALIZADO,2025-02-13 10:56:36,Cerrado,344700.0,,399852.0,,MXN,NO,,,344700.0,,,,,FUG1006092T0,FUGATSE SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/0e03f24cda4846a4823b76937f5eeeb6/procedimiento,,2025-02-13 10:56:36
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000004,DELEGACIÓN DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE VERACRUZ,E-2025-00025789,AD-VER-011-2025,SERVICIO DE ARRENDAMIENTO DE MOBILIARIO PARA EL DESARROLLO DE ACTIVIDADES DE LAS,32302,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-150-020000004-N-10-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-03-24 15:52:13,,2025-03-21 00:00:00,C-2025-00026538,AD-VER-011-2025,SERVICIO DE ARRENDAMIENTO DE MOBILIARIO PARA EL DESARROLLO DE ACTIVIDADES DE LAS,SERVICIO DE ARRENDAMIENTO DE MOBILIARIO PARA EL DESARROLLO DE ACTIVIDADES DE LAS REGIONES PERTENECIENTES A LA DELEGACIÓN DE PROGRAMAS PARA EL DESARROLLO DEL ESTADO DE VERACRUZ,NO,PUBLICADO,21/03/2025,31/03/2025,2025-03-25 12:08:27,323900.0,MXN,NO,2025-A-A-NAC-A-C-20-150-00020398,FORMALIZADO,2025-03-25 12:08:27,Cerrado,323900.0,,375724.0,,MXN,NO,,,323900.0,,,,,FUG1006092T0,FUGATSE SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/c4faec080e264d31aee96703fd17e707/procedimiento,,2025-03-25 12:08:27
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000004,DELEGACIÓN DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE VERACRUZ,E-2025-00026107,ITP-VER-014-2025,SERVICIO DE ARRENDAMIENTO DE MOBILIARIO PARA EL DESARROLLO DE ACTIVIDADES DE LAS,32302,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IA-20-150-020000004-N-14-2025,ARRENDAMIENTOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-04-05 01:33:10,2025-04-09 17:00:00,2025-04-10 17:00:00,C-2025-00034071,ITP-VER-014-2025,SERVICIO DE ARRENDAMIENTO DE MOBILIARIO PARA EL DESARROLLO DE ACTIVIDADES,"SERVICIO DE ARRENDAMIENTO DE MOBILIARIO SILLAS, CARPAS Y MESAS PARA EL DESARROLLO DE ACTIVIDADES DE LAS REGIONES PERTENECIENTES A LA DELEGACIÓN DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE VERACRUZ",NO,PUBLICADO,11/04/2025,25/04/2025,2025-04-11 10:38:45,1156210.0,MXN,NO,2025-A-I-NAC-A-C-20-150-00026715,FORMALIZADO,2025-04-11 10:38:45,Cerrado,1156210.0,,1341203.6,,MXN,NO,,,1156210.0,,,,,FUG1006092T0,FUGATSE SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/8347661c1d3948a086d09ea7fabea977/procedimiento,,2025-04-11 10:38:45
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000028,"SUBDELEGACION DE ADMINISTRACION, DELEGACION ESTATAL ZACATECAS",E-2025-00058623,152/BIENESTAR/S176/047-2025,ARRENDAMIENTO DE MOBILIARIO PARA PROGRAMA PENSION PBPAM,32302,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-152-020000028-N-31-2025,ARRENDAMIENTOS,NACIONAL,,NO,NO,,,,2025-07-03 18:38:18,,2025-07-07 00:00:00,C-2025-00069014,152/BIENESTAR/S176/048-2025,ARRENDAMIENTO DE MOBILIARIO PARA PROGRAMA PENSION PBPAM,ARRENDAMIENTO DE MOBILIARIO PARA ACTIVIDADES DEL PROGRAMA PENSIÓN PARA EL BIENESTAR DE LAS PERSONAS ADULTAS MAYORES,NO,PUBLICADO,08/07/2025,25/07/2025,2025-07-10 09:30:26,69615.0,MXN,NO,2025-A-A-NAC-A-C-20-152-00056755,FORMALIZADO,2025-07-10 09:30:26,Cerrado,69615.0,,80753.4,,MXN,NO,,,69615.0,,,,,GAAM800307CF5,MANUEL GARCIA AYALA,,MX,MEXICANA,NO,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/16a4580fab9e457aac89d62247f7f89c/procedimiento,,2025-07-10 09:30:26
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000028,"SUBDELEGACION DE ADMINISTRACION, DELEGACION ESTATAL ZACATECAS",E-2025-00074529,152/BIENESTAR/S176/0060-2025,ARRENDAMIENTO DE MOBILIARIO PARA PROGRAMA PENSION PBPAM,32302,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-152-020000028-N-44-2025,ARRENDAMIENTOS,NACIONAL,,NO,NO,,,,2025-08-14 20:39:28,,2025-08-13 00:00:00,C-2025-00084355,152/BIENESTAR/S176/060-2025,ARRENDAMIENTO DE MOBILIARIO PARA PROGRAMA PENSION PBPAM,ARRENDAMIENTO DE MOBILIARIO PARA ACTIVIDADES DEL PROGRAMA PENSIÓN PARA EL BIENESTAR DE LAS PERSONAS ADULTAS MAYORES DE LA DELEGACIÓN BIENESTAR ZACATECAS,NO,PUBLICADO,15/08/2025,31/12/2025,2025-08-15 10:34:24,231840.0,MXN,NO,2025-A-A-NAC-A-A-20-152-00069227,FORMALIZADO,2025-08-15 10:34:24,Abierto,25200.0,29232.0,231840.0,268934.4,MXN,NO,,,,,,,,GAAM800307CF5,MANUEL GARCIA AYALA,,MX,MEXICANA,NO,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/1ab5eec3c0d244389b094d353ea5bcdc/procedimiento,0.2689344,2025-08-15 10:34:24
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000021,DELEGACION COAHUILA,E-2025-00009090,NUM. IA/BIEN/SA/COAH/007-010/2025,ARRENDAMIENTO DE MOBILIARIO PARA LA SECRETARÍA DE BIENESTAR EN COAHUILA,32302,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IA-20-125-020000021-N-6-2025,ARRENDAMIENTOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-01-28 22:52:36,2025-02-05 16:30:00,2025-02-05 19:00:00,C-2025-00007884,NUM. IA/BIEN/SA/COAH/007/2025,ARRENDAMIENTO DE MOBILIARIO PARA LA SECRETARÍA DE BIENESTAR EN COAHUILA,"ARRENDAMIENTO DE MOBILIARIO PARA LA SECRETARÍA DE BIENESTAR, DELEGACIÓN ESTATAL DE LOS PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE COAHUILA EN EL MUNICIPIO DE PIEDRAS NEGRAS",NO,PUBLICADO,05/02/2025,31/12/2025,2025-02-07 16:52:32,1555000.0,MXN,NO,2025-A-I-NAC-A-A-20-125-00005938,FORMALIZADO,2025-02-07 16:52:32,Abierto,330000.0,382800.0,1555000.0,1803800.0,MXN,NO,,,,,,,,GABC941211FV6,CAROLINA GUADALUPE GARZA BARRERA,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/4c6db614fe53439fb2b6cd817ec894fa/procedimiento,1.8038,2025-02-07 16:52:32
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000884,SUBDELEGACION DE ADMINISTRACION,E-2025-00010122,135-33604-04-2025,"LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, P",33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-400-020000884-N-12-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-02-05 20:09:25,,2025-01-01 00:00:00,C-2025-00007774,135-33604-04-2025,"LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, P","LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, PARA EL MES DE ENERO 2025 , PAM S176 IV",NO,PUBLICADO,01/01/2025,31/01/2025,2025-02-10 16:18:48,86206.9,MXN,NO,2025-A-A-NAC-A-C-20-400-00005468,FORMALIZADO,2025-02-10 16:18:48,Cerrado,86206.9,,100000.0,,MXN,NO,,,86206.9,,,,,GAC150306TEA,GRUPO ADARTSE CONSTRUCCIONES Y EXPORTACIONES SA DE CV,,MX,MEXICANA,SI,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/b2aba8bc9d6840cd83c312736d422866/procedimiento,,2025-02-10 16:18:48
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000884,SUBDELEGACION DE ADMINISTRACION,E-2025-00010435,135-22103-03-2025,"ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS, PARA EL MES DE ENERO DE 2025 , PAM S176 I",22103,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-400-020000884-N-15-2025,ADQUISICIONES,NACIONAL,,NO,NO,,,,2025-02-06 19:59:45,,2025-01-01 00:00:00,C-2025-00008028,135-22103-03-2025,"ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS, PARA EL MES DE ENERO DE 2025 , PAM S176 I","ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS, PARA EL MES DE ENERO DE 2025 , PAM S176 II",NO,PUBLICADO,01/01/2025,31/01/2025,2025-02-10 16:18:11,172413.79,MXN,NO,2025-A-A-NAC-A-C-20-400-00005652,FORMALIZADO,2025-02-10 16:18:11,Cerrado,172413.79,,200000.0,,MXN,NO,,,172413.79,,,,,GAC150306TEA,GRUPO ADARTSE CONSTRUCCIONES Y EXPORTACIONES SA DE CV,,MX,MEXICANA,SI,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/248c6e1c79fc4ab68a747ce1107eb62e/procedimiento,,2025-02-10 16:18:11
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000884,SUBDELEGACION DE ADMINISTRACION,E-2025-00022816,135-22103-06-2025,"ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS, PARA EL MES DE MARZO DE 2025 , PAM S176 I",22103,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-400-020000884-N-22-2025,ADQUISICIONES,NACIONAL,,NO,NO,,,,2025-03-14 01:18:40,,2025-02-28 00:00:00,C-2025-00023242,135-22103-06-2025,"ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS, PARA EL MES DE MARZO DE 2025 , PAM S176 I","ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS, PARA EL MES DE MARZO DE 2025 , PAM S176 III",NO,PUBLICADO,01/03/2025,31/03/2025,2025-03-20 16:54:22,172413.79,MXN,NO,2025-A-A-NAC-A-C-20-400-00018468,FORMALIZADO,2025-03-20 16:54:22,Cerrado,172413.79,,200000.0,,MXN,NO,,,172413.79,,,,,GAC150306TEA,GRUPO ADARTSE CONSTRUCCIONES Y EXPORTACIONES SA DE CV,,MX,MEXICANA,SI,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/489107298b6a4f63816b8f5c29544e31/procedimiento,,2025-03-20 16:54:22
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000884,SUBDELEGACION DE ADMINISTRACION,E-2025-00036477,135-33604-08-2025,"LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, P",33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-400-020000884-N-38-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-05-01 01:00:50,,2025-03-28 00:00:00,C-2025-00039959,135-33604-08-2025,"LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, P","LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO, PARA EL MES DE ABRIL 2025, PAM S176 II",NO,PUBLICADO,01/04/2025,30/04/2025,2025-05-06 16:25:02,86206.9,MXN,NO,2025-A-A-NAC-A-C-20-400-00031569,FORMALIZADO,2025-05-06 16:25:02,Cerrado,86206.9,,100000.0,,MXN,NO,,,86206.9,,,,,GAC150306TEA,GRUPO ADARTSE CONSTRUCCIONES Y EXPORTACIONES SA DE CV,,MX,MEXICANA,SI,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/669d61a385164236851006b993eeac54/procedimiento,,2025-05-06 16:25:02
